season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,Unnamed: 19,sixesConceded,wides,noballs,captain,href,maiden_ratio,econ_rate
2020.0,1216492.0,MI v CSK,MI,CSK,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,DL Chahar,Deepak Chahar,4.0,1.0,32.0,2.0,8,7.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/447261.html,0.25,8.0
2020.0,1216492.0,MI v CSK,MI,CSK,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,SM Curran,Sam Curran,4.0,1.0,28.0,1.0,7,9.0,4.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/662973.html,0.25,7.0
2020.0,1216492.0,MI v CSK,MI,CSK,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,L Ngidi,Lungi Ngidi,4.0,1.0,38.0,3.0,9.5,8.0,6.0,,1.0,2.0,1.0,False,https://www.espncricinfo.com/ci/content/player/542023.html,0.25,9.5
2020.0,1216492.0,MI v CSK,MI,CSK,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,PP Chawla,Piyush Chawla,4.0,1.0,21.0,1.0,5.25,11.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/32966.html,0.25,5.25
2020.0,1216492.0,MI v CSK,MI,CSK,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,RA Jadeja,Ravindra Jadeja,4.0,1.0,42.0,2.0,10.5,5.0,2.0,,3.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/234675.html,0.25,10.5
2020.0,1216492.0,MI v CSK,MI,CSK,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,TA Boult,Trent Boult,3.2,1.0,23.0,1.0,6.9,12.0,5.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/277912.html,0.3125,7.1875
2020.0,1216492.0,MI v CSK,MI,CSK,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,JL Pattinson,James Pattinson,4.0,1.0,27.0,1.0,6.75,10.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/272465.html,0.25,6.75
2020.0,1216492.0,MI v CSK,MI,CSK,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,JJ Bumrah,Jasprit Bumrah,4.0,1.0,43.0,1.0,10.75,10.0,4.0,,2.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/625383.html,0.25,10.75
2020.0,1216492.0,MI v CSK,MI,CSK,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,KH Pandya,Krunal Pandya,4.0,1.0,37.0,1.0,9.25,2.0,1.0,,2.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/471342.html,0.25,9.25
2020.0,1216492.0,MI v CSK,MI,CSK,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,RD Chahar,Rahul Chahar,4.0,1.0,36.0,1.0,9,2.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/1064812.html,0.25,9.0
2020.0,1216493.0,DC v KXIP,DC,KXIP,KXIP,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,SS Cottrell,Sheldon Cottrell,4.0,1.0,24.0,2.0,6,13.0,4.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/495551.html,0.25,6.0
2020.0,1216493.0,DC v KXIP,DC,KXIP,KXIP,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,Mohammed Shami,Mohammed Shami,4.0,1.0,15.0,3.0,3.75,15.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/481896.html,0.25,3.75
2020.0,1216493.0,DC v KXIP,DC,KXIP,KXIP,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,CJ Jordan,Chris Jordan,4.0,1.0,56.0,1.0,14,8.0,5.0,,3.0,3.0,1.0,False,https://www.espncricinfo.com/ci/content/player/288992.html,0.25,14.0
2020.0,1216493.0,DC v KXIP,DC,KXIP,KXIP,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,K Gowtham,Krishnappa Gowtham,4.0,1.0,39.0,1.0,9.75,5.0,1.0,,3.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/424377.html,0.25,9.75
2020.0,1216493.0,DC v KXIP,DC,KXIP,KXIP,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,Ravi Bishnoi,Ravi Bishnoi,4.0,1.0,22.0,1.0,5.5,9.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/1175441.html,0.25,5.5
2020.0,1216493.0,DC v KXIP,DC,KXIP,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,A Nortje,Anrich Nortje,4.0,1.0,33.0,1.0,8.25,11.0,6.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/481979.html,0.25,8.25
2020.0,1216493.0,DC v KXIP,DC,KXIP,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,MM Sharma,Mohit Sharma,4.0,1.0,45.0,1.0,11.25,7.0,1.0,,4.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/537119.html,0.25,11.25
2020.0,1216493.0,DC v KXIP,DC,KXIP,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,K Rabada,Kagiso Rabada,4.0,1.0,28.0,2.0,7,10.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/550215.html,0.25,7.0
2020.0,1216493.0,DC v KXIP,DC,KXIP,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,R Ashwin,Ravichandran Ashwin,1.0,1.0,2.0,2.0,2,4.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/26421.html,1.0,2.0
2020.0,1216493.0,DC v KXIP,DC,KXIP,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,AR Patel,Axar Patel,4.0,1.0,14.0,1.0,3.5,11.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/554691.html,0.25,3.5
2020.0,1216493.0,DC v KXIP,DC,KXIP,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,MP Stoinis,Marcus Stoinis,3.0,1.0,29.0,2.0,9.66,6.0,2.0,,2.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/325012.html,0.3333333333333333,9.666666666666666
2020.0,1216534.0,SRH v RCB,SRH,RCB,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,B Kumar,Bhuvneshwar Kumar,4.0,1.0,25.0,1.0,6.25,11.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/326016.html,0.25,6.25
2020.0,1216534.0,SRH v RCB,SRH,RCB,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,Sandeep Sharma,Sandeep Sharma,4.0,1.0,36.0,1.0,9,7.0,2.0,,2.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/438362.html,0.25,9.0
2020.0,1216534.0,SRH v RCB,SRH,RCB,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,T Natarajan,T Natarajan,4.0,1.0,34.0,1.0,8.5,6.0,5.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/802575.html,0.25,8.5
2020.0,1216534.0,SRH v RCB,SRH,RCB,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,MR Marsh,Mitchell Marsh,0.4,,6.0,1.5,9,1.0,1.0,,1.5,1.0,,False,https://www.espncricinfo.com/ci/content/player/272450.html,,15.0
2020.0,1216534.0,SRH v RCB,SRH,RCB,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,V Shankar,Vijay Shankar,1.2,,14.0,1.0,10.5,4.0,1.5,,1.0,1.0,2.0,False,https://www.espncricinfo.com/ci/content/player/477021.html,,11.666666666666668
2020.0,1216534.0,SRH v RCB,SRH,RCB,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,Rashid Khan,Rashid Khan,4.0,1.0,31.0,1.0,7.75,4.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/793463.html,0.25,7.75
2020.0,1216534.0,SRH v RCB,SRH,RCB,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,Abhishek Sharma,Abhishek Sharma,2.0,1.0,16.0,1.0,8,2.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/1070183.html,0.5,8.0
2020.0,1216534.0,SRH v RCB,SRH,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,DW Steyn,Dale Steyn,3.4,1.0,33.0,1.0,9,9.0,5.0,,2.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/47492.html,0.29411764705882354,9.705882352941178
2020.0,1216534.0,SRH v RCB,SRH,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,UT Yadav,Umesh Yadav,4.0,1.0,48.0,1.0,12,8.0,6.0,,2.0,2.0,1.0,False,https://www.espncricinfo.com/ci/content/player/376116.html,0.25,12.0
2020.0,1216534.0,SRH v RCB,SRH,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,NA Saini,Navdeep Saini,4.0,1.0,25.0,2.0,6.25,9.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/700167.html,0.25,6.25
2020.0,1216534.0,SRH v RCB,SRH,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,Washington Sundar,Washington Sundar,1.0,1.0,7.0,1.0,7,4.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/719715.html,1.0,7.0
2020.0,1216534.0,SRH v RCB,SRH,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,YS Chahal,Yuzvendra Chahal,4.0,1.0,18.0,3.0,4.5,11.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/430246.html,0.25,4.5
2020.0,1216534.0,SRH v RCB,SRH,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,S Dube,Shivam Dube,3.0,1.0,15.0,2.0,5,7.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/714451.html,0.3333333333333333,5.0
2020.0,1216496.0,RR v CSK,RR,CSK,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1.0,DL Chahar,Deepak Chahar,4.0,1.0,31.0,1.0,7.75,8.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/447261.html,0.25,7.75
2020.0,1216496.0,RR v CSK,RR,CSK,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1.0,SM Curran,Sam Curran,4.0,1.0,33.0,3.0,8.25,9.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/662973.html,0.25,8.25
2020.0,1216496.0,RR v CSK,RR,CSK,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1.0,L Ngidi,Lungi Ngidi,4.0,1.0,56.0,1.0,14,7.0,2.0,,5.0,2.0,2.0,False,https://www.espncricinfo.com/ci/content/player/542023.html,0.25,14.0
2020.0,1216496.0,RR v CSK,RR,CSK,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1.0,RA Jadeja,Ravindra Jadeja,4.0,1.0,40.0,1.0,10,6.0,3.0,,4.0,2.0,1.0,False,https://www.espncricinfo.com/ci/content/player/234675.html,0.25,10.0
2020.0,1216496.0,RR v CSK,RR,CSK,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1.0,PP Chawla,Piyush Chawla,4.0,1.0,55.0,1.0,13.75,4.0,1.0,,6.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/32966.html,0.25,13.75
2020.0,1216496.0,RR v CSK,RR,CSK,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2.0,JD Unadkat,Jaydev Unadkat,4.0,1.0,44.0,1.0,11,3.0,2.0,,3.0,2.0,1.0,False,https://www.espncricinfo.com/ci/content/player/390484.html,0.25,11.0
2020.0,1216496.0,RR v CSK,RR,CSK,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2.0,JC Archer,Jofra Archer,4.0,1.0,26.0,1.0,6.5,13.0,1.0,,2.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/669855.html,0.25,6.5
2020.0,1216496.0,RR v CSK,RR,CSK,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2.0,S Gopal,Shreyas Gopal,4.0,1.0,38.0,1.0,9.5,6.0,5.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/344580.html,0.25,9.5
2020.0,1216496.0,RR v CSK,RR,CSK,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2.0,TK Curran,Tom Curran,4.0,1.0,54.0,1.0,13.5,6.0,1.0,,6.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/550235.html,0.25,13.5
2020.0,1216496.0,RR v CSK,RR,CSK,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2.0,R Tewatia,Rahul Tewatia,4.0,1.0,37.0,3.0,9.25,7.0,3.0,,4.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/423838.html,0.25,9.25
2020.0,1216508.0,KKR v MI,KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,S Sandeep Warrier,Sandeep Warrier,3.0,1.0,34.0,1.0,11.33,8.0,5.0,,1.0,3.0,1.0,False,https://www.espncricinfo.com/ci/content/player/592735.html,0.3333333333333333,11.333333333333334
2020.0,1216508.0,KKR v MI,KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,Shivam Mavi,Shivam Mavi,4.0,1.0,32.0,2.0,8,10.0,2.0,,1.0,3.0,1.0,False,https://www.espncricinfo.com/ci/content/player/1079848.html,0.25,8.0
2020.0,1216508.0,KKR v MI,KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,PJ Cummins,Pat Cummins,3.0,1.0,49.0,1.0,16.33,3.0,3.0,,4.0,3.0,1.0,False,https://www.espncricinfo.com/ci/content/player/489889.html,0.3333333333333333,16.333333333333332
2020.0,1216508.0,KKR v MI,KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,SP Narine,Sunil Narine,4.0,1.0,22.0,1.0,5.5,8.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/230558.html,0.25,5.5
2020.0,1216508.0,KKR v MI,KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,AD Russell,Andre Russell,2.0,1.0,17.0,1.0,8.5,4.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/276298.html,0.5,8.5
2020.0,1216508.0,KKR v MI,KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,Kuldeep Yadav,Kuldeep Yadav,4.0,1.0,39.0,1.0,9.75,3.0,3.0,,3.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/559235.html,0.25,9.75
2020.0,1216508.0,KKR v MI,KKR,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,TA Boult,Trent Boult,4.0,1.0,30.0,2.0,7.5,13.0,6.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/277912.html,0.25,7.5
2020.0,1216508.0,KKR v MI,KKR,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,JL Pattinson,James Pattinson,4.0,1.0,25.0,2.0,6.25,13.0,1.0,,2.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/272465.html,0.25,6.25
2020.0,1216508.0,KKR v MI,KKR,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,JJ Bumrah,Jasprit Bumrah,4.0,1.0,32.0,2.0,8,14.0,3.0,,4.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/625383.html,0.25,8.0
2020.0,1216508.0,KKR v MI,KKR,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,RD Chahar,Rahul Chahar,4.0,1.0,26.0,2.0,6.5,11.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/1064812.html,0.25,6.5
2020.0,1216508.0,KKR v MI,KKR,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,KA Pollard,Kieron Pollard,3.0,1.0,21.0,1.0,7,4.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/230559.html,0.3333333333333333,7.0
2020.0,1216508.0,KKR v MI,KKR,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,KH Pandya,Krunal Pandya,1.0,1.0,10.0,1.0,10,2.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/471342.html,1.0,10.0
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,UT Yadav,Umesh Yadav,3.0,1.0,35.0,1.0,11.66,6.0,5.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/376116.html,0.3333333333333333,11.666666666666666
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,DW Steyn,Dale Steyn,4.0,1.0,57.0,1.0,14.25,5.0,5.0,,4.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/47492.html,0.25,14.25
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,NA Saini,Navdeep Saini,4.0,1.0,37.0,1.0,9.25,8.0,6.0,,1.0,2.0,1.0,False,https://www.espncricinfo.com/ci/content/player/700167.html,0.25,9.25
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,YS Chahal,Yuzvendra Chahal,4.0,1.0,25.0,1.0,6.25,8.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/430246.html,0.25,6.25
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,Washington Sundar,Washington Sundar,2.0,1.0,13.0,1.0,6.5,2.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/719715.html,0.5,6.5
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,S Dube,Shivam Dube,3.0,1.0,33.0,2.0,11,3.0,2.0,,2.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/714451.html,0.3333333333333333,11.0
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,KXIP,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,SS Cottrell,Sheldon Cottrell,3.0,1.0,17.0,2.0,5.66,12.0,1.0,,1.0,2.0,1.0,False,https://www.espncricinfo.com/ci/content/player/495551.html,0.3333333333333333,5.666666666666667
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,KXIP,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,Mohammed Shami,Mohammed Shami,3.0,1.0,14.0,1.0,4.66,10.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/481896.html,0.3333333333333333,4.666666666666667
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,KXIP,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,Ravi Bishnoi,Ravi Bishnoi,4.0,1.0,32.0,3.0,8,12.0,3.0,,1.0,2.0,1.0,False,https://www.espncricinfo.com/ci/content/player/1175441.html,0.25,8.0
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,KXIP,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,M Ashwin,Murugan Ashwin,3.0,1.0,21.0,3.0,7,9.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/528067.html,0.3333333333333333,7.0
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,KXIP,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,JDS Neesham,James Neesham,2.0,1.0,13.0,1.0,6.5,5.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/355269.html,0.5,6.5
2020.0,1216510.0,KXIP v RCB,KXIP,RCB,KXIP,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,GJ Maxwell,Glenn Maxwell,2.0,1.0,10.0,1.0,5,5.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/325026.html,0.5,5.0
2020.0,1216539.0,CSK v DC,CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,DL Chahar,Deepak Chahar,4.0,1.0,38.0,1.0,9.5,4.0,4.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/447261.html,0.25,9.5
2020.0,1216539.0,CSK v DC,CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,SM Curran,Sam Curran,4.0,1.0,27.0,1.0,6.75,10.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/662973.html,0.25,6.75
2020.0,1216539.0,CSK v DC,CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,JR Hazlewood,Josh Hazlewood,4.0,1.0,28.0,1.0,7,10.0,4.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/288284.html,0.25,7.0
2020.0,1216539.0,CSK v DC,CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,PP Chawla,Piyush Chawla,4.0,1.0,33.0,2.0,8.25,8.0,5.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/32966.html,0.25,8.25
2020.0,1216539.0,CSK v DC,CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1.0,RA Jadeja,Ravindra Jadeja,4.0,1.0,44.0,1.0,11,4.0,4.0,,2.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/234675.html,0.25,11.0
2020.0,1216539.0,CSK v DC,CSK,DC,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,K Rabada,Kagiso Rabada,4.0,1.0,26.0,3.0,6.5,11.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/550215.html,0.25,6.5
2020.0,1216539.0,CSK v DC,CSK,DC,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,AR Patel,Axar Patel,4.0,1.0,18.0,1.0,4.5,10.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/554691.html,0.25,4.5
2020.0,1216539.0,CSK v DC,CSK,DC,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,A Nortje,Anrich Nortje,4.0,1.0,21.0,2.0,5.25,12.0,1.0,,1.0,3.0,1.0,False,https://www.espncricinfo.com/ci/content/player/481979.html,0.25,5.25
2020.0,1216539.0,CSK v DC,CSK,DC,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,Avesh Khan,Avesh Khan,4.0,1.0,42.0,1.0,10.5,7.0,6.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/694211.html,0.25,10.5
2020.0,1216539.0,CSK v DC,CSK,DC,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2.0,A Mishra,Amit Mishra,4.0,1.0,23.0,1.0,5.75,6.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/31107.html,0.25,5.75
2020.0,1216545.0,KKR v SRH,KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,SP Narine,Sunil Narine,4.0,1.0,31.0,1.0,7.75,5.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/230558.html,0.25,7.75
2020.0,1216545.0,KKR v SRH,KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,PJ Cummins,Pat Cummins,4.0,1.0,19.0,1.0,4.75,11.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/489889.html,0.25,4.75
2020.0,1216545.0,KKR v SRH,KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,Shivam Mavi,Shivam Mavi,2.0,1.0,15.0,1.0,7.5,6.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/1079848.html,0.5,7.5
2020.0,1216545.0,KKR v SRH,KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,Kuldeep Yadav,Kuldeep Yadav,2.0,1.0,15.0,1.0,7.5,3.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/559235.html,0.5,7.5
2020.0,1216545.0,KKR v SRH,KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,CV Varun,Varun Chakravarthy,4.0,1.0,25.0,1.0,6.25,9.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/1108375.html,0.25,6.25
2020.0,1216545.0,KKR v SRH,KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,KL Nagarkoti,Kamlesh Nagarkoti,2.0,1.0,17.0,1.0,8.5,2.0,1.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/1070188.html,0.5,8.5
2020.0,1216545.0,KKR v SRH,KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1.0,AD Russell,Andre Russell,2.0,1.0,16.0,1.0,8,4.0,2.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/276298.html,0.5,8.0
2020.0,1216545.0,KKR v SRH,KKR,SRH,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2.0,B Kumar,Bhuvneshwar Kumar,3.0,1.0,29.0,1.0,9.66,7.0,3.0,,1.0,1.0,1.0,False,https://www.espncricinfo.com/ci/content/player/326016.html,0.3333333333333333,9.666666666666666
